GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000051382	3	138372860	138553780	394	25	173005	-1.3954	0.91856	PIK3CB
ENSG00000183770	3	138663066	138665982	7	4	173005	0.67634	0.24941	FOXL2
ENSG00000206262	3	138666076	138672293	23	4	173005	0.19454	0.42288	C3orf72
ENSG00000206260	3	138722804	138725110	8	5	173005	-0.432	0.66713	PRR23A
ENSG00000175110	3	138724648	139076065	1246	80	173005	-0.71508	0.76272	MRPS22
ENSG00000184814	3	138737873	138739768	2	1	173005	-0.69306	0.75586	PRR23B
ENSG00000233701	3	138760944	138763734	14	3	173005	0.23433	0.40736	PRR23C
ENSG00000184432	3	139074442	139108574	103	15	173005	0.034399	0.48628	COPB2
ENSG00000114113	3	139171726	139199589	93	16	173005	0.41394	0.33946	RBP2
ENSG00000114115	3	139236276	139258671	79	20	173005	0.34103	0.36654	RBP1
ENSG00000163864	3	139279022	139396859	354	50	173005	-0.17197	0.56827	NMNAT3
ENSG00000158258	3	139654027	140296239	2518	197	173005	0.69661	0.24302	CLSTN2
ENSG00000155890	3	140396881	140419992	95	19	173005	-0.61992	0.73234	TRIM42
ENSG00000114120	3	140660672	140698775	113	12	173005	0.6029	0.27329	SLC25A36
ENSG00000175093	3	140770244	140867453	305	31	173005	-0.45122	0.67408	SPSB4
ENSG00000155893	3	140947568	141013748	320	31	173005	1.0285	0.15185	ACPL2
ENSG00000177311	3	141043055	141168634	408	44	173005	-1.3136	0.90551	ZBTB38
ENSG00000155903	3	141205889	141334184	267	28	173005	-0.43085	0.66671	RASA2
ENSG00000114125	3	141457046	141466402	41	10	173005	1.1534	0.12437	RNF7
ENSG00000114124	3	141496990	141537332	139	26	173005	-0.2428	0.59592	GRK7
ENSG00000069849	3	141594966	141645356	214	25	173005	0.043795	0.48253	ATP1B3
ENSG00000114126	3	141663277	141868386	881	23	173005	0.37551	0.35364	TFDP2
ENSG00000175066	3	141882414	141944449	193	38	173005	0.61244	0.27012	GK5
ENSG00000114127	3	142025449	142166904	305	34	173005	0.79381	0.21365	XRN1
ENSG00000175054	3	142168077	142297668	395	27	173005	-0.15976	0.56347	ATR
ENSG00000120756	3	142315229	142432506	364	32	173005	-0.049261	0.51964	PLS1
ENSG00000144935	3	142442916	142526730	209	25	173005	-0.07011	0.52795	TRPC1
ENSG00000163710	3	142534764	142608045	270	44	173005	-0.076546	0.53051	PCOLCE2
ENSG00000188582	3	142668006	142682178	48	16	173005	-0.88613	0.81223	PAQR9
ENSG00000163714	3	142683339	142779567	275	26	173005	1.3393	0.090239	U2SURP
ENSG00000175040	3	142838173	142841800	6	3	173005	0.95444	0.16993	CHST2
ENSG00000181804	3	142984064	143567373	2467	203	173005	-0.6562	0.74415	SLC9A9
ENSG00000181744	3	143690640	143767561	278	21	173005	2.0486	0.02025	C3orf58
ENSG00000232013	3	145782358	145784156	4	2	173005	-0.69308	0.75587	AC107021.1
ENSG00000152952	3	145787227	145881440	362	19	173005	0.52542	0.29965	PLOD2
ENSG00000114698	3	145910126	145968966	317	26	173005	-1.1544	0.87583	PLSCR4
ENSG00000163746	3	146109208	146213778	386	21	173005	-0.66688	0.74757	PLSCR2
ENSG00000188313	3	146232967	146262651	162	20	173005	1.6202	0.052597	PLSCR1
ENSG00000231213	3	146294342	146324003	177	19	173005	1.5927	0.055611	PLSCR5
ENSG00000174963	3	147103833	147124647	46	16	173005	0.69523	0.24345	ZIC4
ENSG00000152977	3	147111209	147228080	353	33	173005	0.85247	0.19698	ZIC1
ENSG00000144891	3	148415571	148460795	172	29	173005	0.18984	0.42472	AGTR1
ENSG00000153002	3	148508889	148577974	296	54	173005	0.0386	0.4846	CPB1
ENSG00000163751	3	148583043	148614983	129	21	173005	-0.27772	0.60939	CPA3
ENSG00000163754	3	148709128	148745419	119	30	173005	1.4576	0.072477	GYG1
ENSG00000071794	3	148747914	148804341	174	32	173005	1.3842	0.083153	HLTF
ENSG00000163755	3	148847371	148891519	216	34	173005	1.8621	0.031295	HPS3
ENSG00000047457	3	148880197	148939842	240	50	173005	-0.56338	0.71341	CP
ENSG00000163762	3	149036285	149052201	58	20	173005	-1.3387	0.90966	TM4SF18
ENSG00000169908	3	149086809	149095652	27	6	173005	0.87226	0.19153	TM4SF1
ENSG00000169903	3	149191761	149221068	226	23	173005	-0.1785	0.57083	TM4SF4
ENSG00000018408	3	149235022	149454501	1010	86	173005	0.55033	0.29105	WWTR1
ENSG00000114744	3	149456257	149470286	41	9	173005	-2.2102	0.98646	COMMD2
ENSG00000206199	3	149478892	149686172	649	43	173005	-0.4636	0.67853	ANKUB1
ENSG00000082996	3	149530495	149679926	418	38	173005	-0.38643	0.65041	RNF13
ENSG00000070087	3	149682691	149768575	293	30	173005	-0.28043	0.61043	PFN2
ENSG00000268175	3	149689066	149690535	3	2	173005	0.011896	0.49525	AC117395.1
ENSG00000196428	3	150126122	150184218	179	24	173005	2.2479	0.012292	TSC22D2
ENSG00000120742	3	150259781	150321015	212	29	173005	1.27	0.10204	SERP1
ENSG00000144895	3	150264465	150302029	122	22	173005	1.0254	0.15259	EIF2A
ENSG00000198843	3	150320662	150348222	77	20	173005	1.4459	0.074105	SELT
ENSG00000163645	3	150377672	150421758	143	36	173005	0.70786	0.23951	FAM194A
ENSG00000181788	3	150458914	150481264	67	8	173005	-1.3243	0.90729	SIAH2
ENSG00000214237	3	150588832	150612089	78	17	173005	0.46027	0.32266	FAM188B2
ENSG00000260234	3	150600784	150659530	285	63	173005	0.85133	0.19729	RP11-166N6.3
ENSG00000163646	3	150643950	150690786	226	37	173005	0.087591	0.4651	CLRN1
ENSG00000144893	3	150803484	151154860	1268	66	173005	-1.6504	0.95057	MED12L
ENSG00000174946	3	150915619	150920988	14	5	173005	-0.74832	0.77287	GPR171
ENSG00000174944	3	150929905	150996255	225	31	173005	-1.0738	0.85855	P2RY14
ENSG00000138271	3	151011891	151034740	89	16	173005	-1.3951	0.91851	GPR87
ENSG00000181631	3	151044100	151047336	14	5	173005	-1.0223	0.84668	P2RY13
ENSG00000169313	3	151055168	151102600	197	34	173005	-1.6003	0.94523	P2RY12
ENSG00000152580	3	151143172	151176497	136	28	173005	-1.1344	0.87168	IGSF10
ENSG00000197953	3	151451704	151479127	128	20	173005	0.033564	0.48661	AADACL2
ENSG00000114771	3	151531825	151546276	101	13	173005	1.0132	0.15549	AADAC
ENSG00000198829	3	151591431	151602405	39	12	173005	1.9805	0.023821	SUCNR1
ENSG00000152601	3	151961617	152183569	537	49	173005	0.34243	0.36601	MBNL1
ENSG00000221962	3	152057484	152058779	4	1	173005	0.22337	0.41162	TMEM14E
ENSG00000169860	3	152552736	152555841	7	3	173005	0.14095	0.44396	P2RY1
ENSG00000181467	3	152880029	152886265	13	8	173005	0.47633	0.31692	RAP2B
ENSG00000237787	3	153202284	153220486	88	13	173005	0.44422	0.32844	C3orf79
ENSG00000114790	3	153838792	153975616	480	41	173005	-2.5741	0.99498	ARHGEF26
ENSG00000174953	3	153990335	154042286	136	25	173005	-0.34041	0.63323	DHX36
ENSG00000174948	3	154055461	154147504	308	31	173005	-1.0755	0.85892	GPR149
ENSG00000196549	3	154741913	154901497	564	67	173005	2.0995	0.017884	MME
ENSG00000114805	3	155093369	155462856	1621	49	173005	-0.64218	0.73962	PLCH1
ENSG00000214919	3	155459933	155461515	4	2	173005	0.21099	0.41645	AC104472.1
ENSG00000174928	3	155480401	155524140	141	23	173005	1.1116	0.13316	C3orf33
ENSG00000169359	3	155538813	155572218	119	16	173005	-0.8521	0.80292	SLC33A1
ENSG00000163655	3	155588325	155661815	285	18	173005	0.69224	0.24439	GMPS
ENSG00000169282	3	155755490	156256545	1873	95	173005	0.34302	0.36579	KCNAB1
ENSG00000114850	3	156257929	156272973	52	8	173005	-1.11	0.86651	SSR3
ENSG00000163659	3	156391024	156424559	96	22	173005	-0.61152	0.72957	TIPARP
ENSG00000197980	3	156543270	156763918	865	40	173005	-0.17284	0.56861	LEKR1
ENSG00000163660	3	156864297	156878549	31	6	173005	-0.47175	0.68145	CCNL1
ENSG00000197415	3	156977531	157251408	1020	50	173005	0.27208	0.39278	VEPH1
ENSG00000163661	3	157154578	157161417	16	6	173005	-1.8422	0.96728	PTX3
ENSG00000174899	3	157261035	157395538	599	50	173005	1.3786	0.08401	C3orf55
ENSG00000168779	3	157814948	157824292	35	5	173005	-0.49672	0.69031	SHOX2
ENSG00000174891	3	157823644	158263519	1691	27	173005	1.88	0.030054	RSRC1
ENSG00000178053	3	158288952	158325041	139	16	173005	-0.9049	0.81724	MLF1
ENSG00000168827	3	158362067	158410364	198	13	173005	-0.88774	0.81266	GFM1
ENSG00000079257	3	158363611	158390482	106	10	173005	-1.4072	0.92031	LXN
ENSG00000118849	3	158414681	158450485	140	20	173005	-1.7624	0.961	RARRES1
ENSG00000118855	3	158449987	158547508	312	33	173005	0.05751	0.47707	MFSD1
ENSG00000250588	3	158680024	159615155	3057	149	173005	0.2473	0.40234	IQCJ-SCHIP1
ENSG00000214216	3	158680717	158984096	896	66	173005	0.68908	0.24539	IQCJ
ENSG00000151967	3	159557650	159615149	129	36	173005	1.3098	0.095135	SCHIP1
ENSG00000168811	3	159706537	159713806	23	7	173005	0.15925	0.43674	IL12A
ENSG00000242107	3	159733811	159749210	112	18	173005	-1.8316	0.9665	LINC01100
ENSG00000180044	3	159943423	159945999	7	3	173005	-1.9478	0.97428	C3orf80
ENSG00000248710	3	159945241	160167617	579	51	173005	-1.1418	0.87323	RP11-432B6.3
ENSG00000068885	3	159974774	160117668	338	45	173005	-1.2599	0.89614	IFT80
ENSG00000113810	3	160117062	160152750	106	25	173005	-0.60126	0.72617	SMC4
ENSG00000213186	3	160150233	160203561	178	35	173005	-0.60872	0.72864	TRIM59
ENSG00000186432	3	160212783	160283376	192	33	173005	-0.53287	0.70294	KPNA4
ENSG00000179674	3	160394948	160396233	3	2	173005	0.46415	0.32127	ARL14
ENSG00000163590	3	160473390	160796695	1063	43	173005	-1.1158	0.86774	PPM1L
ENSG00000169255	3	160801671	160823172	57	12	173005	-0.61143	0.72954	B3GALNT1
ENSG00000169251	3	160822484	160971320	463	37	173005	-0.5198	0.6984	NMD3
ENSG00000196542	3	161062580	161090668	131	21	173005	0.25917	0.39775	SPTSSB
ENSG00000182447	3	161214596	161221730	29	4	173005	-0.23126	0.59144	OTOL1
ENSG00000090402	3	164696686	164796283	274	19	173005	0.55952	0.2879	SI
ENSG00000121871	3	164904508	164914897	26	7	173005	0.42811	0.33429	SLITRK3
ENSG00000114200	3	165490692	165555260	237	33	173005	1.6163	0.053017	BCHE
ENSG00000169064	3	166958075	167099134	496	42	173005	-0.91306	0.81939	ZBBX
ENSG00000114204	3	167159577	167196792	136	18	173005	-0.20386	0.58077	SERPINI2
ENSG00000174776	3	167196472	167371771	470	69	173005	1.6556	0.048902	WDR49
ENSG00000114209	3	167401086	167452727	120	15	173005	0.44469	0.32827	PDCD10
ENSG00000163536	3	167453031	167543356	363	25	173005	2.4844	0.0064888	SERPINI1
ENSG00000173905	3	167726465	167813763	280	29	173005	-0.16378	0.56505	GOLIM4
ENSG00000085276	3	168801287	169381406	2409	168	173005	0.065171	0.47402	MECOM
ENSG00000184378	3	169484709	169487683	12	3	173005	-0.5092	0.6947	ACTRT3
ENSG00000085274	3	169490619	169507504	33	9	173005	-1.2257	0.88985	MYNN
ENSG00000171757	3	169511216	169530774	67	11	173005	-0.49935	0.69123	LRRC34
ENSG00000188306	3	169539710	169555563	69	19	173005	1.0407	0.14901	LRRIQ4
ENSG00000114248	3	169556967	169587718	116	21	173005	1.6469	0.04979	LRRC31
ENSG00000187033	3	169629360	169656963	105	22	173005	0.34224	0.36609	SAMD7
ENSG00000008952	3	169684423	169716161	68	8	173005	0.72118	0.2354	SEC62
ENSG00000173890	3	169755717	169803191	127	14	173005	1.0432	0.14842	GPR160
ENSG00000173889	3	169804520	169899537	198	32	173005	1.2634	0.10322	PHC3
ENSG00000163558	3	169940153	170023769	369	16	173005	-0.87213	0.80843	PRKCI
ENSG00000136603	3	170075466	170114623	131	18	173005	0.96024	0.16847	SKIL
ENSG00000013297	3	170136653	170578169	1628	106	173005	1.3002	0.096767	CLDN11
ENSG00000013293	3	170177372	170303863	398	59	173005	1.6406	0.050443	SLC7A14
ENSG00000163584	3	170582664	170588272	16	4	173005	0.64964	0.25796	RPL22L1
ENSG00000163577	3	170606204	170626482	49	10	173005	0.56205	0.28704	EIF5A2
ENSG00000163581	3	170714137	170744539	100	12	173005	1.6103	0.053668	SLC2A2
ENSG00000154310	3	170779128	171178197	1477	148	173005	-0.48545	0.68632	TNIK
ENSG00000075651	3	171318195	171528740	808	29	173005	0.51565	0.30305	PLD1
ENSG00000183657	3	171509580	171527714	81	13	173005	0.16673	0.43379	PP13439
ENSG00000186329	3	171561139	171656505	407	38	173005	0.95005	0.17104	TMEM212
ENSG00000075420	3	171757418	172119455	1267	135	173005	-0.65729	0.7445	FNDC3B
ENSG00000203443	3	172034218	172039513	19	8	173005	1.0981	0.13609	AC092964.1
ENSG00000121853	3	172162923	172166246	10	4	173005	1.0538	0.14599	GHSR
ENSG00000121858	3	172223298	172241297	86	16	173005	0.60362	0.27305	TNFSF10
ENSG00000144959	3	172348039	172429008	346	58	173005	-1.3337	0.90884	NCEH1
ENSG00000114346	3	172468472	172539264	216	29	173005	-0.32781	0.62847	ECT2
ENSG00000144962	3	172607148	172859058	866	77	173005	1.0333	0.15074	SPATA16
ENSG00000169760	3	173114074	174004434	3404	191	173005	0.016962	0.49323	NLGN1
ENSG00000177694	3	174156363	175523428	6239	318	173005	0.97102	0.16577	NAALADL2
ENSG00000177565	3	176737143	176915261	666	55	173005	-0.92624	0.82284	TBL1XR1
ENSG00000197584	3	177990720	178562217	2286	128	173005	1.1149	0.13246	KCNMB2
ENSG00000172667	3	178735011	178790067	158	24	173005	-0.38157	0.64861	ZMAT3
ENSG00000121879	3	178865902	178957881	332	36	173005	1.3536	0.087935	PIK3CA
ENSG00000171121	3	178957530	178984790	168	26	173005	1.5062	0.066014	KCNMB3
ENSG00000121864	3	179040779	179053323	56	13	173005	1.3562	0.08752	ZNF639
ENSG00000171109	3	179065480	179112719	172	28	173005	0.65571	0.25601	MFN1
ENSG00000114450	3	179116990	179169378	174	33	173005	0.096189	0.46169	GNB4
ENSG00000136518	3	179280668	179306196	71	15	173005	1.066	0.14322	ACTL6A
ENSG00000136522	3	179306073	179322442	40	8	173005	1.0894	0.138	MRPL47
ENSG00000136521	3	179322478	179345435	68	19	173005	1.3207	0.093302	NDUFB5
ENSG00000058056	3	179370543	179507189	542	55	173005	-0.15524	0.56168	USP13
ENSG00000114757	3	179512746	179754841	885	62	173005	0.66674	0.25247	PEX5L
ENSG00000163728	3	180319918	180335616	28	14	173005	-0.013812	0.50551	TTC14
ENSG00000145075	3	180320646	180588793	973	70	173005	0.017101	0.49318	CCDC39
ENSG00000114416	3	180585929	180700541	372	31	173005	-0.41538	0.66107	FXR1
ENSG00000205981	3	180701497	180707562	18	10	173005	-0.55239	0.70966	DNAJC19
ENSG00000181449	3	181429714	181432221	5	3	173005	-2.0112	0.97785	SOX2
ENSG00000058063	3	182511288	182639423	320	17	173005	-0.90884	0.81828	ATP11B
ENSG00000043093	3	182655862	182703741	92	22	173005	0.92004	0.17878	DCUN1D1
ENSG00000078070	3	182733006	182833863	265	26	173005	0.3632	0.35823	MCCC1
ENSG00000078081	3	182840001	182881627	202	26	173005	2.2011	0.013863	LAMP3
ENSG00000053524	3	182895831	183146566	981	76	173005	1.1751	0.11997	MCF2L2
ENSG00000176597	3	182971032	183016292	160	11	173005	0.81649	0.20711	B3GNT5
ENSG00000172578	3	183205319	183273477	243	36	173005	-0.9157	0.82009	KLHL6
ENSG00000114796	3	183353356	183402265	240	7	173005	0.158	0.43723	KLHL24
ENSG00000163872	3	183415606	183530413	334	33	173005	-1.4023	0.91958	YEATS2
ENSG00000180834	3	183533664	183543382	44	10	173005	-1.0234	0.84695	MAP6D1
ENSG00000175193	3	183547173	183602721	206	26	173005	-0.41823	0.66211	PARL
ENSG00000114770	3	183637722	183735803	351	33	173005	-0.33043	0.62946	ABCC5
ENSG00000186090	3	183749332	183757157	44	10	173005	0.35704	0.36053	HTR3D
ENSG00000178084	3	183770835	183778459	34	10	173005	-0.24284	0.59593	HTR3C
ENSG00000186038	3	183814852	183824783	39	11	173005	-0.37497	0.64616	HTR3E
ENSG00000145191	3	183852826	184402546	2371	219	173005	0.84094	0.20019	EIF2B5
ENSG00000161202	3	183873176	183891398	48	14	173005	1.2285	0.10962	DVL3
ENSG00000161203	3	183892477	183901879	29	11	173005	-0.0060003	0.50239	AP2M1
ENSG00000161204	3	183903811	183911800	28	8	173005	0.1143	0.4545	ABCF3
ENSG00000145198	3	183948217	183960117	30	8	173005	1.5436	0.061343	VWA5B2
ENSG00000214160	3	183960089	183967336	15	6	173005	1.0938	0.13703	ALG3
ENSG00000145194	3	183967438	184010819	120	23	173005	0.61971	0.26773	ECE2
ENSG00000163888	3	183977001	183979251	7	4	173005	0.49814	0.30919	CAMK2N2
ENSG00000175166	3	184016497	184026842	27	10	173005	-0.58692	0.72137	PSMD2
ENSG00000114867	3	184032283	184053146	50	22	173005	0.47302	0.3181	EIF4G1
ENSG00000175182	3	184053714	184064063	33	15	173005	1.091	0.13763	FAM131A
ENSG00000114859	3	184063973	184079439	55	17	173005	0.84502	0.19905	CLCN2
ENSG00000163882	3	184079506	184086384	20	6	173005	1.2047	0.11415	POLR2H
ENSG00000090534	3	184089723	184095932	24	8	173005	1.5653	0.058757	THPO
ENSG00000090539	3	184097861	184108524	30	11	173005	0.18313	0.42735	CHRD
ENSG00000224153	3	184119325	184157436	208	36	173005	-0.22126	0.58756	RP11-433C9.2
ENSG00000182580	3	184279572	184300197	85	21	173005	-1.3945	0.91841	EPHB3
ENSG00000177383	3	184428156	184429836	3	1	173005	0.040892	0.48369	MAGEF1
ENSG00000156931	3	184529931	184770402	618	39	173005	0.50349	0.30731	VPS8
ENSG00000187068	3	184795838	184870802	257	27	173005	2.1322	0.016494	C3orf70
ENSG00000113790	3	184908412	184999778	216	29	173005	1.8521	0.032006	EHHADH
ENSG00000073803	3	185000729	185206885	624	38	173005	1.988	0.023405	MAP3K13
ENSG00000163900	3	185194284	185216845	42	14	173005	1.5649	0.058802	TMEM41A
ENSG00000163898	3	185224050	185270401	179	19	173005	0.57404	0.28297	LIPH
ENSG00000163904	3	185300284	185351339	159	15	173005	0.48258	0.3147	SENP2
ENSG00000073792	3	185361527	185542844	409	59	173005	0.96129	0.1682	IGF2BP2
ENSG00000163915	3	185430316	185447575	36	15	173005	1.3965	0.08128	C3orf65
ENSG00000136527	3	185633694	185655924	49	18	173005	1.0679	0.14279	TRA2B
ENSG00000244405	3	185764097	185828107	149	26	173005	1.6627	0.048186	ETV5
ENSG00000058866	3	185823457	186080026	875	139	173005	0.62558	0.2658	DGKG
ENSG00000213139	3	186256230	186264491	16	8	173005	-0.82833	0.79626	CRYGS
ENSG00000113838	3	186263862	186288332	74	13	173005	-0.1009	0.54019	TBCCD1
ENSG00000090520	3	186285192	186315061	112	10	173005	0.097181	0.46129	DNAJB11
ENSG00000145192	3	186330712	186339107	29	10	173005	-0.5444	0.70692	AHSG
ENSG00000090512	3	186353758	186370930	69	23	173005	0.046028	0.48164	FETUB
ENSG00000113905	3	186378005	186396029	107	17	173005	0.46294	0.3217	HRG
ENSG00000113889	3	186435065	186461743	172	17	173005	1.1541	0.12422	KNG1
ENSG00000156976	3	186500994	186507689	26	12	173005	-0.22317	0.5883	EIF4A2
ENSG00000163918	3	186507669	186524847	66	13	173005	-0.9652	0.83278	RFC4
ENSG00000181092	3	186560463	186576252	73	24	173005	0.84005	0.20044	ADIPOQ
ENSG00000073849	3	186648274	186796341	811	101	173005	0.16968	0.43263	ST6GAL1
ENSG00000163923	3	186838736	186898696	309	48	173005	-0.20265	0.5803	RPL39L
ENSG00000175077	3	186915274	186919253	15	9	173005	-0.1942	0.57699	RTP1
ENSG00000127241	3	186935942	187009810	322	59	173005	0.80075	0.21164	MASP1
ENSG00000136514	3	187086120	187089864	28	14	173005	0.0082192	0.49672	RTP4
ENSG00000157005	3	187386694	187388187	9	4	173005	-1.8335	0.96663	SST
ENSG00000198471	3	187416047	187420345	23	6	173005	0.72683	0.23367	RTP2
ENSG00000228804	3	187420101	187451637	152	29	173005	1.1219	0.13095	RP11-211G3.3
ENSG00000113916	3	187439165	187463515	102	24	173005	1.1247	0.13037	BCL6
ENSG00000145012	3	187871072	188608460	2945	264	173005	0.45552	0.32437	LPP
ENSG00000213132	3	187896331	187898598	14	4	173005	0.32621	0.37213	AC022498.1
ENSG00000188001	3	188665003	189043093	1154	103	173005	0.98764	0.16166	TPRG1
ENSG00000073282	3	189349205	189615068	1325	163	173005	-0.54829	0.70825	TP63
ENSG00000090530	3	189674517	189840226	843	41	173005	0.46203	0.32203	LEPREL1
ENSG00000163347	3	190023490	190040264	106	28	173005	0.48445	0.31403	CLDN1
ENSG00000113946	3	190040330	190129932	537	35	173005	0.31593	0.37603	CLDN16
ENSG00000198398	3	190146444	190167665	108	26	173005	0.1318	0.44757	TMEM207
ENSG00000196083	3	190231840	190375843	645	94	173005	0.2184	0.41356	IL1RAP
ENSG00000205835	3	190570666	190610218	174	37	173005	2.2446	0.012398	GMNC
ENSG00000188729	3	190917030	190983404	285	35	173005	-1.1898	0.88294	OSTN
ENSG00000188958	3	190984957	191048325	353	26	173005	1.2903	0.098478	UTS2B
ENSG00000152492	3	191046866	191116459	390	28	173005	-1.0746	0.85873	CCDC50
ENSG00000253548	3	191178952	191179245	1	1	173005	-0.72411	0.7655	PYDC2
ENSG00000114279	3	191857184	192485553	2674	212	173005	0.75587	0.22486	FGF12
ENSG00000180611	3	192514604	192635950	510	42	173005	-1.6746	0.953	MB21D2
ENSG00000127252	3	192958914	192995527	154	24	173005	-1.0884	0.86178	HRASLS
ENSG00000187527	3	192992579	193096632	483	47	173005	0.97322	0.16522	ATP13A5
ENSG00000127249	3	193119866	193310900	756	67	173005	0.57686	0.28202	ATP13A4
ENSG00000198836	3	193310933	193415612	373	22	173005	0.53086	0.29776	OPA1
ENSG00000114315	3	193853934	193856521	5	3	173005	-0.6879	0.75424	HES1
ENSG00000178772	3	194060494	194072057	100	14	173005	0.46568	0.32072	CPN2
ENSG00000172061	3	194075976	194090472	125	12	173005	0.26308	0.39625	LRRC15
ENSG00000178732	3	194115550	194119995	23	5	173005	0.8645	0.19366	GP5
ENSG00000133657	3	194123401	194219093	345	29	173005	1.2491	0.10582	ATP13A3
ENSG00000145014	3	194308402	194354418	345	31	173005	-0.14336	0.557	TMEM44
ENSG00000041802	3	194361517	194393206	186	16	173005	-0.22722	0.58987	LSG1
ENSG00000185112	3	194406622	194409762	13	4	173005	-1.2678	0.89757	FAM43A
ENSG00000173950	3	194789008	194991896	925	67	173005	-0.38627	0.65035	XXYLT1
ENSG00000114331	3	194995465	195163807	659	22	173005	0.73254	0.23192	ACAP2
ENSG00000184203	3	195241221	195270209	109	18	173005	-0.25962	0.60242	PPP1R2
ENSG00000189058	3	195295573	195311076	102	29	173005	0.05057	0.47983	APOD
ENSG00000176945	3	195447753	195467994	128	25	173005	-0.59568	0.72431	MUC20
ENSG00000145113	3	195473636	195539148	383	35	173005	-0.87859	0.81019	MUC4
ENSG00000061938	3	195590235	195638816	246	52	173005	0.44221	0.32917	TNK2
ENSG00000072274	3	195754054	195809060	285	40	173005	-0.78547	0.78391	TFRC
ENSG00000163958	3	195924320	195938308	114	21	173005	-0.47864	0.6839	ZDHHC19
ENSG00000163959	3	195938358	195970049	139	25	173005	-0.35295	0.63794	SLC51A
ENSG00000161217	3	195941093	196014828	257	25	173005	-0.051329	0.52047	PCYT1A
